Texto	Humanos	Logistic Regression	Naive Bayes	Support Vector Machines	Ensemble
To com uma puta vontade de ir pro rio de janeiro igual o ano passado.	1.0	Negativo	Negativo	Negativo	Negativo
@somerhdavis @woodpetersx aliás amo as duas demais	1.0	Positivo	Negativo	Positivo	Positivo
@w1mp_ é da asus, saiu agora na vdd procura ai é otimor ecomendo	1.0	Negativo	Positivo	Negativo	Negativo
O único notebook com placa de vídeo decente e um preço não abusivo era da ASUS	1.0	Negativo	Negativo	Negativo	Negativo
raul gil tá maravilhoso hoje ❤	1.0	Negativo	Positivo	Negativo	Negativo
Pô, @TatoTarcan e @profmaury,  logo @marcelcampos no #redegeek 218, demais... Conhecendo um pouco mais da @asusbr #asus	1.0	Positivo	Negativo	Negativo	Negativo
se eu disser a alguma rapariga que ela é tao importante como o futebol é bom que ela venha a minha casa chupar-me a pila	1.0	Positivo	Positivo	Positivo	Positivo
e pior que nesse eu tava jogando d+	1.0	Negativo	Negativo	Negativo	Negativo
@vemgutar ainda não, mas tem muita coisa inútil/legal!	1.0	Negativo	Positivo	Negativo	Negativo
@pamymichelon manda bem demais, é uma amiga do coração, será um prazer fazer parte da mesma equipe que ela!	1.0	Negativo	Positivo	Positivo	Positivo
oi apple vcs podem me dar um macbook é que é super importante vcs nao vao se arrepender	1.0	Negativo	Negativo	Negativo	Negativo
"Kylie é um nome maravilhoso #askbelieber""<<<<<"	1.0	Positivo	Positivo	Positivo	Positivo
@dean8528 @Warcraft Bravo!	1.0	Positivo	Positivo	Positivo	Positivo
Um lugar chamado SANTA CATARINA, que eu amo tanto	1.0	Positivo	Positivo	Negativo	Positivo
@_manust é minha favorita, amo tanto que chega dói	1.0	Negativo	Negativo	Positivo	Negativo
@featdinally eu amo a normani	1.0	Positivo	Negativo	Positivo	Positivo
To precisando da paz, harmonia e sossego que tu me traz	1.0	Negativo	Negativo	Positivo	Negativo
@escius2015 @pasaloydivulga @Albert_Rivera @periodistadigit excelente . Bravo	1.0	Positivo	Positivo	Negativo	Positivo
Os garotos do EXO zaram o KyungSoo pq ele chorou vendo The Prince Of Tennis, eu choro com qlqr anime q vejo	1.0	Positivo	Positivo	Positivo	Positivo
Nessas horas queria que a Elsa do Frozen existisse e fizesse nevar, pq ta foda	1.0	Positivo	Positivo	Negativo	Positivo
"""Só aproveita a vida quem tá vivo, chapa."" Xand Avião"	1.0	Negativo	Negativo	Negativo	Negativo
@catydiass Amo demais ! Kkk	1.0	Positivo	Positivo	Negativo	Positivo
@PorraDan_ ps4 mo daora que tu paga 99/ano no ps plus pra jogar on-line e ganhar jogos grátis todo mês, tem Infamous, Just Cause, God of Uor	1.0	Positivo	Positivo	Positivo	Positivo
A PESSOA TEM Q ENTENDER É KLAROLINE É OTP LINDO CHEROSO MARAVILHOSO TODO MUNDO GOSTA	1.0	Positivo	Positivo	Positivo	Positivo
As meninas do basquete é muito linda cara slc são perfeitas com aquele cabelo amarrado de lado *-----*💜💜💜💜	1.0	Positivo	Positivo	Positivo	Positivo
Comi o hamburguer em 3 segundo parça kkkkk	1.0	Positivo	Positivo	Positivo	Positivo
CHUVA NO RIO DE JANEIRO É TUDO DE BOM	1.0	Positivo	Negativo	Positivo	Positivo
rio de janeiro com chuva, queria dizer obrigada a deus e a jesus também	1.0	Positivo	Positivo	Positivo	Positivo
Biscoito da vaquinha é muito bom 😍😍	1.0	Positivo	Positivo	Positivo	Positivo
@bethinsp ivy pior que eu to com um crush muito fodido, ele não sai da minha cabeça :( LOGO ESSE DEMÔNIO, PQ N PEGO CRUSH NOS CACHORRÃO	1.0	Negativo	Positivo	Negativo	Negativo
@icatchyoufall eu gosto mas não dou ataque por nenhum shipper que envolve o bieber, preferia eu e ele mas AINDA não rolou né	1.0	Positivo	Positivo	Negativo	Positivo
@alice_correa você tá que tá, não vou mentir, adoro ❤ vai arrasar!	1.0	Positivo	Positivo	Negativo	Positivo
Sente o cheiro fica na paz, garanto ser interessante	1.0	Positivo	Negativo	Negativo	Negativo
hj de manhã foi tão bom	1.0	Positivo	Negativo	Positivo	Positivo
@pedrofowl verei verei, sinceramente acho que os melhores filmes ~nerds~ do ano serao deadpool e warcraft	1.0	Positivo	Positivo	Positivo	Positivo
Talvez você tenha deixado eu ir para ter o gosto de me ver aqui fraco demais para continuar🎶	1.0	Negativo	Positivo	Negativo	Negativo
Jogo fantástico entre Funvic Taubaté x @sadacruzeiro, ótima transmissão #voleinaredetv   #VanosCruzeiro #FechadoComOCruzeiro	1.0	Positivo	Positivo	Positivo	Positivo
Facebook tá mais interessante em	1.0	Negativo	Negativo	Negativo	Negativo
A maioria das pessoas teria sucesso em coisas pequenas, se eles não estivessem preocupados com grandes ambições. . . . #Soque__Jr	1.0	Positivo	Positivo	Negativo	Positivo
Este programa seria interessante para a um Domingo. #tvi … quando voltamos à fase dos bons filmes?	1.0	Negativo	Positivo	Negativo	Negativo
A alegria é a melhor vingaça..🎵	1.0	Negativo	Negativo	Negativo	Negativo
@misschefia @rainhadofk só diz que viu na minha mão q vou beijar o crush que eu tô feliz	1.0	Negativo	Negativo	Positivo	Negativo
Eu ia dormir mas começou a tocar Tennis Court na playlist. Como lidar?	1.0	Negativo	Negativo	Positivo	Negativo
@Domingo_Legal  muiiito obrigado por  levar os youtubers no seu programa  😍😍😍😍 vai ser top  o melhor programa ❤👊👌 nao perco por nada 😍😍😍😎	1.0	Positivo	Positivo	Negativo	Positivo
A TURMA LEVOU PS4 PRO PENSIONATO AHUAHSHSHSUSWH	1.0	Positivo	Negativo	Positivo	Positivo
nossa to cm uma vontade de comer mcdonalds ou burger king, sl.. tanto tempo qe n como	1.0	Negativo	Negativo	Negativo	Negativo
@Stana_Katic I'm not italian, I am portuguese... Tu és uma das minhas atrizes favoritas, és fantástica, parabéns pelo excelente trabalho ♥	1.0	Positivo	Positivo	Positivo	Positivo
Me perguntaram se eu gosto de putaria... Ah, é a mesma coisa que perguntar pro macaco se ele gosta de banana rs	1.0	Positivo	Positivo	Negativo	Positivo
Chorei vendo globo esporte kkkkk	1.0	Positivo	Positivo	Negativo	Positivo
Só queria a costelinha do Outback agora	1.0	Positivo	Positivo	Negativo	Positivo
o moço da cacau show era simpatico, isso foi um milagre, que pessoa pode ser simpatica trabalhando em pleno sabado? só ele	1.0	Negativo	Positivo	Negativo	Negativo
@FoxSports_br @Corinthians coisas do futebol, td mundo criticava, agora ouvimos que o Felipe é o melhor zagueiro do Brasil.	1.0	Positivo	Positivo	Negativo	Positivo
twitter é tão legal, posso falar coisas sem sentindo e ninguem liga 😆	1.0	Positivo	Negativo	Negativo	Negativo
Acabei de ganhar a Conquista [Mestre zen profissional] #Warcraft!	1.0	Positivo	Positivo	Positivo	Positivo
@_marianacorream CLARO QUE PASSOU! Você é muito inteligente cara	1.0	Positivo	Positivo	Positivo	Positivo
Cara da Apple mó gente boa, fiquei parça dele	1.0	Positivo	Positivo	Positivo	Positivo
Ninguem tem noçao do quanto eu amo a 15', do quanto ela me apoia, a força q me da, o carinho, das palavras na hora certa. 😍	1.0	Negativo	Positivo	Negativo	Negativo
@estrabwn eu te amo.	1.0	Positivo	Negativo	Negativo	Negativo
@GiNascimento6 também estou com sdda meu amor , também te amo cara de mico	1.0	Positivo	Positivo	Negativo	Positivo
Ter desativado meu Facebook::::: MELHOR COISA 💙	1.0	Negativo	Positivo	Negativo	Negativo
6- dar um espirrao gostoso	1.0	Positivo	Positivo	Positivo	Positivo
CACAU NOSSO ORGULHO  show de simplicidade😻😻	1.0	Positivo	Positivo	Positivo	Positivo
Facebook é tipo família tradicional brasileira, por isso amo a diversidade do Twitter #BipolarShow	1.0	Negativo	Negativo	Negativo	Negativo
Ontem o meu pai mandou uma mensagem super querida para mim, sobre o dia dos namorados	1.0	Negativo	Positivo	Negativo	Negativo
@Alecisneros3 @pabloalboran @elfestival fantástico!!!	1.0	Positivo	Positivo	Positivo	Positivo
Faço sempre os meus pils a ouvir lana del rey, fds é o melhor	1.0	Positivo	Positivo	Positivo	Positivo
O pensamento é algo explendido, é a reflexão de quem somos e de como nos inserimos no contexto da vida.  É o registro vivo de nossas vidas!	1.0	Positivo	Positivo	Positivo	Positivo
14- ed sheeran eh um artista maravilhoso, ele compõe músicas lindas, tem uma voz maravilhosa e lutou mto pra chegar onde chegou, ele sim eh+	1.0	Positivo	Negativo	Positivo	Positivo
Na direção da luz eu peço a Jesus proteja minha carreira ilumina meu caminhar faça que todo meu mal fique embaixo dos meus pés 🎶✌	1.0	Positivo	Positivo	Positivo	Positivo
eu chorei de rir com a ketilen hoje mano	1.0	Negativo	Positivo	Negativo	Negativo
gosto de vir pra praia gosto quando o namorado faz almoço to na praia e o namorado tá fazendo almoço to no céu	1.0	Negativo	Positivo	Positivo	Positivo
@FALLTAJACE tim amo	1.0	Positivo	Negativo	Positivo	Positivo
Domingo vai ser mt engraçado, já to imaginando esse futebol 😂😂😂	1.0	Negativo	Negativo	Positivo	Negativo
@jazminpinedo @Sony @ErnestoJimenex super lindos....	1.0	Negativo	Negativo	Negativo	Negativo
@gustavo_felipe pureza e tubaina tem aqui, inclusive amo.	1.0	Negativo	Negativo	Negativo	Negativo
A vida seria muito melhor se a gente emagrecesse comendo pizza 🍕, chocolate 🍬hamburguer🍔 e batata frita🍟	1.0	Positivo	Positivo	Negativo	Positivo
@mkarolqueiroz Muito nada ver, só um jeito da Sony ganhar um dinheirinho nessa moda de filmes pra adolescentes	1.0	Positivo	Positivo	Positivo	Positivo
E acho que vai ser tipo Star Wars, vou ver no ultimo fds do filme no cinema kkkk	1.0	Positivo	Positivo	Positivo	Positivo
NOSSA EU QUERIA COMER UM HAMBÚRGUER CHEIO DE GORDURA <3	1.0	Positivo	Positivo	Negativo	Positivo
@portoobia claro q te amo amor ♡ sem vc eu não vivo.	1.0	Positivo	Positivo	Negativo	Positivo
@GigiHadidBRA eu amei amei amei amei amei amei amei amei de ++++ está super lindo está FANTÁSTICO eu tô apaixonada pelo site de verdade amei	1.0	Positivo	Positivo	Positivo	Positivo
@faustitogrillo excelente!  No aflojes!	1.0	Positivo	Positivo	Positivo	Positivo
@SergioMarques @monteirjul tem uns na universidade que só a graça mesmo	1.0	Negativo	Negativo	Negativo	Negativo
@sophiewillians amo olhos adoro olhos	1.0	Positivo	Positivo	Positivo	Positivo
esse sucesso que wfh tá fazendo não vou mentir, adoro	1.0	Negativo	Positivo	Negativo	Negativo
O foda é que eu amei e amo mais do que devia.	1.0	Negativo	Positivo	Positivo	Positivo
quero lambe seu rosto e depois beija voce quero te da selinho e faze voce abusa de mim eu quero senti seu cheiro de boticario quero que voce	1.0	Positivo	Negativo	Negativo	Negativo
@luaxrms oi guria, parabéns!!! Mto anos de vida, td de bom e do melhor viu!! Akakaa 😂💥🎉🎊	1.0	Positivo	Positivo	Positivo	Positivo
@maarionete serio? mas o touch dele é maravilhoso e o grafico dele tão lindu... nunca ouvi falar é bom?	1.0	Positivo	Negativo	Positivo	Positivo
@anapssantosm é positivo haha	1.0	Positivo	Positivo	Positivo	Positivo
Ver o jogo baixado no seu PS4 e só poder joga-lo quando acabar a contagem é igual presente de natal que vc só pode abrir no dia...	1.0	Negativo	Negativo	Negativo	Negativo
@leoffmiranda excelente, mais uma vez	1.0	Positivo	Negativo	Positivo	Positivo
@dveigasilva Torres é quase Santa Catarina rsrsrs, é lindo.	1.0	Positivo	Positivo	Positivo	Positivo
Frozen tem um lugar especial no meu core	1.0	Positivo	Positivo	Positivo	Positivo
Que saudade que eu estava do meu Frederico!!! To apertando ele com tanta força que já já ele apela comigo	1.0	Positivo	Positivo	Positivo	Positivo
beijar na boca deve ser mo legal né	1.0	Negativo	Negativo	Positivo	Negativo
SIMMMM, O FONE DA ASUS VOLTOU NO ESTOQUE AMEM	1.0	Positivo	Negativo	Positivo	Positivo
@lucassantosshow Meus sentimentos são puros , verdadeiros e bonitos , porque neles tem você , e isso é maravilhoso. 💜	1.0	Positivo	Positivo	Negativo	Positivo
@_camisbt hahah regresso foi assim pra mim, no final eu tava mais acabada que o Dicaprio, mas mesmo assim, é bem bonzinnnn HAHAHA	1.0	Positivo	Positivo	Positivo	Positivo
Mc livinho é MARAVILHOSO	1.0	Positivo	Positivo	Positivo	Positivo
Tava sem internet, aí desenterrei meu Wii do depósito e joguei zelda a manhã td	1.0	Positivo	Negativo	Positivo	Positivo
"tenho que organizar uma excursão gigante de meninas pra levar em brechos pq sempre ""amiga me leva"" ""amiga claro q sim vamos"""	1.0	Positivo	Positivo	Positivo	Positivo
@cyrussetlist jsjsj sim, imagina aparece no fantastico dnv, eu vou rir muito	1.0	Positivo	Positivo	Positivo	Positivo
Queria tanto que a Britney ficasse com o Mario Lopez, eles ficam tão bem juntos, são dois lindos	1.0	Negativo	Positivo	Negativo	Negativo
Porém mt interessante	1.0	Positivo	Negativo	Positivo	Positivo
@azevedomop Parabéns meu amor  ... felicidades ,sucesso  e q deus continue te abençoando ❤❤ #ParabénsAzevedo	1.0	Positivo	Positivo	Negativo	Positivo
Coração bate feliz nunca me senti assim , eu gosto de você , você gosta de mim .. 1+1 caso certim 🎶	1.0	Positivo	Negativo	Negativo	Negativo
@brunapenilhas amiga meu celu eh da asus e eu Tô amando o Acer do meu namo eh bem top tbm ti pensando nessas memo	1.0	Negativo	Positivo	Negativo	Negativo
Mas Star Wars eu surto muito	1.0	Positivo	Positivo	Positivo	Positivo
"""tá frio"" ""eu te abraço"" ""eu gosto de frio"""	1.0	Positivo	Positivo	Negativo	Positivo
#CalaBocaE seja mais positiva e para de falar do seu ex	1.0	Positivo	Positivo	Positivo	Positivo
Lucrei uma bola de vôlei semi-oficial hoje	1.0	Negativo	Negativo	Negativo	Negativo
deve ser fantástico acordar sendo kim taehyung	1.0	Positivo	Positivo	Positivo	Positivo
@HuntersPlantao sério, a galera que tava pra ver ele era muito legal	1.0	Positivo	Positivo	Positivo	Positivo
bom dia seus lindos, quem teve uma noite maravilhosa ☝️	1.0	Positivo	Negativo	Positivo	Positivo
#ParabénsAzevedo Parabénsss, tuodo de bom pra vc, muito mais sucesso na música e é isso aí kkkkk	1.0	Positivo	Positivo	Positivo	Positivo
Só queria deixar bem claro que rei do pop é e sempre será o Michael Jackson	1.0	Positivo	Positivo	Negativo	Positivo
@_1Dai enfia um hambúrguer bem grande que acho que vai resolver	1.0	Negativo	Positivo	Positivo	Positivo
Amo a daira	1.0	Positivo	Negativo	Positivo	Positivo
Meu avô me deu um chocolate da cacau show delicioso 👌😋🍫	1.0	Positivo	Positivo	Positivo	Positivo
Obrigada pelo dia fantástico, não tenho palavras suficientes para descrever tudo o que me proporcionaram hoje e proporcionam todos os dias.	1.0	Positivo	Positivo	Positivo	Positivo
Feliz demais pra reclamar ❣	1.0	Positivo	Negativo	Positivo	Positivo
Me arrisco em dizer que Warcraft foi a melhor coisa que a Blizzard já fez... E depois Diablo.	1.0	Positivo	Negativo	Positivo	Positivo
Gente, esse microfone é maravilhoso, não escrevo nada	1.0	Positivo	Negativo	Positivo	Positivo
ai mdeus como eu adoro cafe a bcd tava bue mole agr bebi um soube me tao bem ja tou mt melhor	1.0	Negativo	Positivo	Positivo	Positivo
Ritmo desse card tá fantástico, hein? Uma luta atrás da outra. Essa é a maior vantagem do Fight Pass.	1.0	Positivo	Positivo	Positivo	Positivo
Ela quer ficar, numa boa na noitada, mas no fundo solitária, escondida no batom, baby vem comigo que tá tudo bom...	1.0	Positivo	Positivo	Positivo	Positivo
@octaviajauregii siiiim!! nem te conheço bem, mas já percebi q tens um otimo bom gosto kkkkkk <3	1.0	Positivo	Positivo	Positivo	Positivo
Uma costela do outback e aqueles franguinho bem apimentado com suco de laranja e morango	1.0	Positivo	Positivo	Positivo	Positivo
@evandroburger facebook melhor amor	1.0	Positivo	Positivo	Positivo	Positivo
QUE FILME MARAVILHOSO.	1.0	Positivo	Negativo	Positivo	Positivo
Eu jogo em realm Latino no #Warcraft, conheço bem essa fibra dos latinos, sei que o Sudaka fará de tudo para honrar a LatAm #HSCopaAmerica	1.0	Positivo	Positivo	Positivo	Positivo
Rumores de um Outback na cidade. Será que isso nos colocaria no mapa do mundo civilizado?	1.0	Negativo	Negativo	Negativo	Negativo
Um filme de Zelda seria meu sonho	1.0	Positivo	Negativo	Positivo	Positivo
Experimentei óculos 360 da samsung hoje: que brinquedo legal! A qualidade de imagem não é excelente, mas a experiência é bem interessante.	1.0	Positivo	Negativo	Positivo	Positivo
bravo!  Bafta 2016: 'O regresso' e Leonardo DiCaprio ganham prêmio britânico	1.0	Positivo	Positivo	Positivo	Positivo
amo rbd com tds minhas forças	1.0	Positivo	Negativo	Positivo	Positivo
Assisti O Regresso esse fds. Que filmão! Agora vai Dicaprio!!	1.0	Positivo	Positivo	Positivo	Positivo
@lfhoranfly @voguemagazine mas eu amo tbm a Hyuna aí nao sei	1.0	Negativo	Negativo	Negativo	Negativo
@oicams não tamo bom tamo excelente	1.0	Positivo	Positivo	Positivo	Positivo
Eu não duvido nada o Rian Johnson fazer um Star Wars ainda melhor do que o J.J. Abrams	1.0	Positivo	Positivo	Positivo	Positivo
E estranho , quando somos namorados não falamos nada de geito , quando somos amigos, o que não falta é tema !	1.0	Positivo	Positivo	Negativo	Positivo
Futebol ficou bom demais hoje!	1.0	Positivo	Positivo	Positivo	Positivo
eu digito tão errado no facebook q provavelmente as pessoas pensam q estou sob efeito de drogas	1.0	Negativo	Positivo	Negativo	Negativo
Eu, você que está lendo essa twitada, de desejo um excelente sábado!	1.0	Positivo	Positivo	Positivo	Positivo
@sarahbmonteiro você é só uma amiga um pouco ruim. Brincando kkkkkkk você é boa com tudo !!!	1.0	Positivo	Positivo	Negativo	Positivo
Henrique me levou no mc donalds e depois na cacau show para eu comer fondue hmmmm tenho o melhor namorado do mundo	1.0	Positivo	Positivo	Positivo	Positivo
Amanha vai ter uns youtubers no domingo legal, e ai? assiste o domingo legal ou o the voice kids?	1.0	Positivo	Positivo	Positivo	Positivo
Dá gosto ver o Atl de Madrid jogar. Os caras se entregam o jogo inteiro.	1.0	Negativo	Positivo	Negativo	Negativo
Fantástico esse #resenhasdoRN ! Programa maravilhoso sobre as gentes simples do Rio Grande do Norte. Parabénd!	1.0	Positivo	Positivo	Positivo	Positivo
Ir pra universidade e descobrir que só vai ter aula de quarta, quinta e sexta, não tem preço.	1.0	Positivo	Negativo	Negativo	Negativo
A sony vai me dar um celular novo ahsuahsuhaushau	1.0	Negativo	Negativo	Positivo	Negativo
@philosopop vou começar a te pagar uns mcdonalds por toda essa propaganda e elogios	1.0	Negativo	Negativo	Positivo	Negativo
@garticmonkeys eu ate gosto mas n qria como single	1.0	Positivo	Positivo	Positivo	Positivo
o vizinho escutando bruno maravilhoso perfeito mars é otimo conviver com essas pessoas com bom gosto musical amo q amo	1.0	Positivo	Positivo	Positivo	Positivo
É q este trabalho conta como um teste, e se eu conseguir ter uma boa nota nele, caso tenha nega no teste, pode ser q consiga positiva na mm	1.0	Negativo	Positivo	Negativo	Negativo
"""Vo ve se a espuma dança nos meus pés e leva todo o reves e me leve ateh vc!"""	1.0	Negativo	Positivo	Positivo	Positivo
Ou vou comprar na cacau show um trufado kkk de qualquer forma vó dar um de 1 kilo	1.0	Positivo	Negativo	Positivo	Positivo
@transamericapop um programa semanal nas noites de domingo depois do Fantástico seria legal.....	1.0	Positivo	Positivo	Positivo	Positivo
Joguei uma partida de truco q foi hilária q vai até passar no fantástico	1.0	Positivo	Positivo	Positivo	Positivo
@prjair @NewsOesteFC @renangouvea Abraço a todos e excelente final de semana.	1.0	Positivo	Positivo	Positivo	Positivo
hoje é aniversário do meu padrasto maravilhoso 💘	1.0	Positivo	Positivo	Positivo	Positivo
curvex tão maravilhoso, pq eu tinha medo de usar	1.0	Positivo	Negativo	Positivo	Positivo
@jonathan_off nunca tive, minha professora é super legal	1.0	Positivo	Negativo	Positivo	Positivo
Adoro fazer minhas unhas dos pés	1.0	Negativo	Positivo	Negativo	Negativo
acho q essa edição vaio da sony é boa	1.0	Negativo	Positivo	Positivo	Positivo
os bicho ta galante, terrível	1.0	Negativo	Negativo	Negativo	Negativo
eu amo frozen	1.0	Positivo	Negativo	Positivo	Positivo
3° passos para ganhar o Grammy: pintar o cabelo de loiro, por lente azul e cantar música sobre ex-namorados.	1.0	Negativo	Positivo	Negativo	Negativo
@callobe5 @mbargea @GirautaOficial @AntSoubrieCs @susa23susa @CarlosRAlemany @tetevinuesa  sensato, excelente piedra angular para construir	1.0	Positivo	Negativo	Positivo	Positivo
E clAro Instagram meu amor	1.0	Positivo	Negativo	Negativo	Negativo
Noite legal ontem	1.0	Negativo	Negativo	Negativo	Negativo
#QuartaClubeSDV Não existe um caminho para a felicidade. A felicidade é o caminho. Sigo De Volta 💖	1.0	Negativo	Positivo	Negativo	Negativo
AJ: Só queria desenhar como você. DC, Marvel, Star Wars, Star Trek... Nem comento sobre o seu (nosso) bom gosto. E ah, te acho linda.	1.0	Positivo	Positivo	Negativo	Positivo
Desporto favorito amor ? Eu ando no Volei 🇵🇹❤manda beijo #MarizResponde	1.0	Positivo	Positivo	Negativo	Positivo
@_Nabarra excelente foto, é tua?	1.0	Positivo	Negativo	Positivo	Positivo
eu amo esse filme	1.0	Positivo	Negativo	Positivo	Positivo
Eu amo demais o Ramon, demais mesmo, melhor amigo, melhor pessoa	1.0	Positivo	Negativo	Positivo	Positivo
Agora lembrei-me que,para ir para as nacionais, vou faltar quinta à tarde e o dia tudo na sexta, se for como no ano passado ahah gostoso	1.0	Positivo	Positivo	Negativo	Positivo
Esse Catheus Falando é maravilhoso,um beijo no coração de quem está por trás.	1.0	Positivo	Positivo	Positivo	Positivo
@r3nanzeira Kkkkkkkkkkkkk nem parece né, mas ela é gente boa demais nossa racho a bica com ela	1.0	Positivo	Positivo	Positivo	Positivo
@Adele linda no fantástico	1.0	Positivo	Positivo	Positivo	Positivo
Sou gajo de comprar um notebook da asus, no natal, pq o meu pc já caiu nas escadas duas vezes	1.0	Negativo	Negativo	Negativo	Negativo
Primeira vez que pego Legend Of Zelda: Twilight Princess para terminar e devo dizer que estou impressionado! Que jogo perfeito!	1.0	Positivo	Positivo	Positivo	Positivo
E ótimo maravilhoso	1.0	Positivo	Positivo	Positivo	Positivo
Prefiro twitter do que facebook	1.0	Negativo	Negativo	Negativo	Negativo
A tia bela é a melhor porque nos leva ao mcdonalds à noite	1.0	Positivo	Negativo	Negativo	Negativo
queria dinheiro pra almoçar Subway todo dia na universidade, porque amor	1.0	Positivo	Positivo	Positivo	Positivo
que filme fantástico é esse?? adorei tudo ❤ #AGarotaDinamarquesa	1.0	Positivo	Positivo	Positivo	Positivo
@steemouraa @sunshinezaiin @CaioSLP @TavinhoSLP melhor casal de namorados fic 😍 AMO	1.0	Positivo	Positivo	Negativo	Positivo
MINHA PROFESSORA DE REDAÇÃO I É MARAVILHOSA E LINDA E NOVA E FEMINISTA E É FÃ DE STAR WARS	1.0	Positivo	Positivo	Positivo	Positivo
@Mclivinho você ta arrasando como smp, maravilhoso amo você  😍😍	1.0	Positivo	Positivo	Negativo	Positivo
eu adoro as mulher que manda ver numa guitarra	1.0	Negativo	Positivo	Positivo	Positivo
professora doutora catarina bezerra soares, excelentíssima reitora da universidade de são paulo   DIGA AÍ	1.0	Positivo	Negativo	Negativo	Negativo
feliz dia bro @McDonalds ♥ ♥ ♥	1.0	Positivo	Positivo	Positivo	Positivo
"@g1 Papa pede ""harmonia e paz"" e o outro comenta ""amém"" e deseja q pessoas sejam ""apagadas da nação brasileira"". Paz envolve aceitação, viu?"	1.0	Positivo	Negativo	Positivo	Positivo
Eu tenho uma raiva desses vídeos de namorados fazendo pranks idiotas com as namoradas que NOSSA	-1.0	Positivo	Positivo	Negativo	Positivo
Hoje é domingo e não tava bom hoje	-1.0	Positivo	Negativo	Positivo	Positivo
Odeio qm fica me encarando, vai se fudê	-1.0	Negativo	Negativo	Negativo	Negativo
mais desvalorizado que um xbox 360 bloqueado com só um controle	-1.0	Negativo	Negativo	Negativo	Negativo
Esse é o nosso Rio de Janeiro em 5 minutos de chuva alagada tudo	-1.0	Negativo	Negativo	Negativo	Negativo
Queria ver O Regresso também, mas aí só acompanhada. Que por sinal é uma coisa mto difícil de acontscer cmg nos cinemas kkkkk	-1.0	Positivo	Negativo	Negativo	Negativo
@tha_parrilha kkkkk terrível tu é a melhor ..	-1.0	Positivo	Positivo	Negativo	Positivo
li ai que quem comprou xone no lugar do ps4 ia se ARREPENDER da escolha por causa do novo street fighter  li agora que o jogo é fraco	-1.0	Negativo	Negativo	Negativo	Negativo
se tem uma coisa q eu odeio essa coisa eh usar tennis	-1.0	Negativo	Negativo	Negativo	Negativo
@cacaushow Querida Cacau Show, a partir de hoje so comerei na Brasil Cacau que não apoia personagens machistas e misóginos. Beijos.	-1.0	Negativo	Positivo	Negativo	Negativo
Hoje arrastei 4 vezes o móvel da sala porque o meu irmão quis ligar lá a Xbox mas depois o raio dos jogos não tinham som naquela tv	-1.0	Negativo	Negativo	Negativo	Negativo
dependendo da asus eu recebo daqui a 3 decadas	-1.0	Positivo	Negativo	Positivo	Positivo
Meu cabelo ta horroroso de duas cores kkkkk vou pintar essa semana	-1.0	Negativo	Negativo	Negativo	Negativo
Os meios justificam-se agora pois essa porra nao tem fim	-1.0	Negativo	Negativo	Negativo	Negativo
Péssimo dia pra chover	-1.0	Negativo	Negativo	Negativo	Negativo
Meu cigarro tá acabando e vou comprar outro só amanha, acho bom ninguém ficar me pedindo hj pq n vou dar	-1.0	Negativo	Negativo	Negativo	Negativo
Fodasse que merda podia estar a ter grande tarde la no glicinias e estou em casa fogooooooooooooooooooooooo	-1.0	Negativo	Negativo	Negativo	Negativo
@alohashai_shai @shailenewoodley   NEM FALE,NAO PODER VER ELA PESSOALMENTE OU PEGAR UM AUTOGRAFO,DA UMA DEPRESSAO PROFUNDA :( DOE DEMAIS	-1.0	Positivo	Negativo	Negativo	Negativo
Sou péssimo pra puxar assunto	-1.0	Negativo	Negativo	Negativo	Negativo
Juras de amor sem fim  Sem você tá tão ruim🎶🎶	-1.0	Positivo	Positivo	Negativo	Positivo
O mundo cai no Rio de Janeiro na hora que eu tenho que sair. VOTEMMMMM #ForaDaniel	-1.0	Negativo	Negativo	Negativo	Negativo
a gente já comprou duas baterias a segunda tava muito legal mas ai descarregou e nao quer carregar kkkkkkkkkk eu vou me matar	-1.0	Positivo	Negativo	Positivo	Positivo
@fewsjaguar defina talentoso. Pfvr miga, ele cantando ao vivo parece q ta morrendo	-1.0	Positivo	Negativo	Negativo	Negativo
não há ombro amigo que te ampare quando és incompreendido e perdes o chão que tens debaixo dos pés	-1.0	Positivo	Positivo	Positivo	Positivo
@GeraldoP15 era surtar mas o corretor nao foi legal cmg	-1.0	Positivo	Negativo	Positivo	Positivo
To com fome, mas como eu almocei um hambúrguer eu não posso comer mais nada hoje	-1.0	Negativo	Negativo	Positivo	Negativo
ela arruma o dos meninos e não arruma o meu	-1.0	Positivo	Negativo	Positivo	Positivo
eu sou muito burra acabei de perder a sacola do boticário com as coisas 120 REAIS JOGADO FORA MEU DEUS EU SOU MUITO BURRA	-1.0	Negativo	Positivo	Negativo	Negativo
Tudo o que o volei me tem dado são lesoes e duas nunca mais as vou curar.	-1.0	Negativo	Positivo	Negativo	Negativo
FERVENDO DE RAIVA QUE DIA HORROROSO	-1.0	Negativo	Positivo	Negativo	Negativo
"e se undertale for pra nintendo ? ai fudeu tudo, a nintendo só faz bosta  alem de ser ""só pra wiiu"" q tbm é uma bosta namoral aff"	-1.0	Positivo	Negativo	Negativo	Negativo
eu to com um sono horroroso	-1.0	Negativo	Negativo	Negativo	Negativo
